filename,avg_r,avg_g,avg_b
Emoji (62).png,66.13746643066406,63.702392578125,56.23948669433594
bgr_Emoji (62).png,134.77005004882812,56.23948669433594,63.702392578125
enh_Emoji (62).png,72.42448425292969,73.65744018554688,64.07357788085938
gray_Emoji (62).png,63.578521728515625,63.578521728515625,63.578521728515625
Emoji (63).png,54.29736328125,55.5281982421875,53.386077880859375
bgr_Emoji (63).png,140.31407165527344,53.386077880859375,55.5281982421875
enh_Emoji (63).png,59.04713439941406,65.1253662109375,64.80865478515625
gray_Emoji (63).png,54.91462707519531,54.91462707519531,54.91462707519531
Emoji (64).png,47.54780578613281,51.47712707519531,50.079498291015625
bgr_Emoji (64).png,127.79150390625,50.079498291015625,51.47712707519531
enh_Emoji (64).png,54.09028625488281,63.021331787109375,63.2249755859375
gray_Emoji (64).png,50.127685546875,50.127685546875,50.127685546875
Emoji (65).png,48.36805725097656,51.36590576171875,51.40238952636719
bgr_Emoji (65).png,135.08563232421875,51.40238952636719,51.36590576171875
enh_Emoji (65).png,54.69325256347656,61.9632568359375,64.20954895019531
gray_Emoji (65).png,50.46351623535156,50.46351623535156,50.46351623535156
Emoji (66).png,88.06924438476562,97.98672485351562,102.64010620117188
bgr_Emoji (66).png,151.61328125,102.64010620117188,97.98672485351562
enh_Emoji (66).png,102.39955139160156,106.45834350585938,112.10029602050781
gray_Emoji (66).png,95.54365539550781,95.54365539550781,95.54365539550781
Emoji (67).png,96.14561462402344,106.00930786132812,110.63563537597656
bgr_Emoji (67).png,164.48951721191406,110.63563537597656,106.00930786132812
enh_Emoji (67).png,109.52603149414062,115.36073303222656,121.10784912109375
gray_Emoji (67).png,103.58924865722656,103.58924865722656,103.58924865722656
Emoji (68).png,108.09510803222656,107.46037292480469,109.40519714355469
bgr_Emoji (68).png,154.0660400390625,109.40519714355469,107.46037292480469
enh_Emoji (68).png,128.43646240234375,115.2398681640625,115.83943176269531
gray_Emoji (68).png,107.88194274902344,107.88194274902344,107.88194274902344
Emoji (69).png,101.6376953125,107.61483764648438,108.76193237304688
bgr_Emoji (69).png,164.3057403564453,108.76193237304688,107.61483764648438
enh_Emoji (69).png,118.82955932617188,117.41032409667969,116.74398803710938
gray_Emoji (69).png,105.94375610351562,105.94375610351562,105.94375610351562
Emoji (7).png,69.64387512207031,48.15254211425781,46.83099365234375
bgr_Emoji (7).png,145.1966552734375,46.83099365234375,48.15254211425781
enh_Emoji (7).png,84.14118957519531,53.38578796386719,52.84857177734375
gray_Emoji (7).png,54.43775939941406,54.43775939941406,54.43775939941406
Emoji (70).png,102.69403076171875,77.96182250976562,72.58085632324219
bgr_Emoji (70).png,165.37326049804688,72.58085632324219,77.96182250976562
enh_Emoji (70).png,114.37162780761719,89.15826416015625,82.92286682128906
gray_Emoji (70).png,84.75439453125,84.75439453125,84.75439453125
Emoji (71).png,126.6478271484375,103.87562561035156,110.91749572753906
bgr_Emoji (71).png,226.86212158203125,110.91749572753906,103.87562561035156
enh_Emoji (71).png,128.108154296875,95.67964172363281,106.6513671875
gray_Emoji (71).png,111.51486206054688,111.51486206054688,111.51486206054688
Emoji (72).png,105.08219909667969,80.89613342285156,76.0335693359375
bgr_Emoji (72).png,168.0023956298828,76.0335693359375,80.89613342285156
enh_Emoji (72).png,116.22550964355469,90.7789306640625,85.15650939941406
gray_Emoji (72).png,87.58575439453125,87.58575439453125,87.58575439453125
Emoji (73).png,105.41117858886719,81.91178894042969,75.30584716796875
bgr_Emoji (73).png,168.41444396972656,75.30584716796875,81.91178894042969
enh_Emoji (73).png,115.19668579101562,91.48040771484375,83.23173522949219
gray_Emoji (73).png,88.20013427734375,88.20013427734375,88.20013427734375
Emoji (74).png,95.63970947265625,83.68763732910156,71.97103881835938
bgr_Emoji (74).png,164.2466583251953,71.97103881835938,83.68763732910156
enh_Emoji (74).png,106.29609680175781,98.20350646972656,84.06492614746094
gray_Emoji (74).png,85.94656372070312,85.94656372070312,85.94656372070312
Emoji (75).png,166.82907104492188,135.7471160888672,90.5081787109375
bgr_Emoji (75).png,203.0399627685547,90.5081787109375,135.7471160888672
enh_Emoji (75).png,167.15414428710938,141.26785278320312,79.450927734375
gray_Emoji (75).png,139.87977600097656,139.87977600097656,139.87977600097656
Emoji (76).png,165.774658203125,146.82794189453125,127.86624145507812
bgr_Emoji (76).png,170.32980346679688,127.86624145507812,146.82794189453125
